2025-09-11-10-01-25|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Building Your First AI Agent: A Step-by-Step Guide...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|1.31
2025-09-11-10-01-29|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : un guide étape par étape...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|1.25
2025-09-11-10-01-36|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : un guide étape par étape

Créer un agen...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.95
2025-09-11-10-01-42|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Minimalist Living: How Less Can Mean More with AI...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|1.25
2025-09-11-10-01-46|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Vie Minimaliste : Comment le Moins Peut Signifier Plus avec l'IA...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|1.04
2025-09-11-10-02-08|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Vie Minimaliste : Comment le Moins Peut Signifier Plus avec l'IA

Dans un m...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|1.45
2025-09-11-10-02-14|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Why AI Agents Will Replace Traditional Software...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|0.99
2025-09-11-10-02-18|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Pourquoi les agents d'IA remplaceront les logiciels traditionnels...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|1.01
