2025-08-27-19-41-20|PII|gpt-4o-mini|0.3|Hi, I'm John Doe and my email is john.doe@email.com. I'm feeling overwhelmed with work lately.|"Hi, I'm *** *** and my email is ***@***.***. I'm feeling overwhelmed with work lately."
2025-08-27-19-41-31|PII|gpt-4o-mini|0.3|My phone number is 555-123-4567. Can you help me plan my career transition?|"My phone number is ***-***-****. Can you help me plan my career transition?"
2025-08-27-19-41-37|PII|gpt-4o-mini|0.3|I'm Sarah Johnson, SSN 123-45-6789. I've been having anxiety about my upcoming presentation.|"I'm *** ***, SSN ***-**-****. I've been having anxiety about my upcoming presentation."
2025-08-27-19-41-47|PII|gpt-4o-mini|0.3|My address is 123 Main Street, New York. I'm struggling with loneliness since moving here.|"My address is *** *** Street, ***. I'm struggling with loneliness since moving here."
2025-08-27-19-41-53|PII|gpt-4o-mini|0.3|You can reach me at mary.smith@gmail.com or 555-987-6543. I feel stuck in my relationship.|"You can reach me at ***@***.*** or ***-***-****. I feel stuck in my relationship."
2025-08-27-19-42-00|PII|gpt-4o-mini|0.3|I'm Dr. Michael Brown, credit card 4532-1234-5678-9012. Feeling burnout from my medical practice.|"I'm Dr. *** ***, credit card ****-****-****-****. Feeling burnout from my medical practice."
2025-08-27-19-42-08|PII|gpt-4o-mini|0.3|My name is Lisa Chen and I live at 456 Oak Avenue, Seattle. Work stress is affecting my sleep.|"My name is *** *** and I live at *** *** Street. Work stress is affecting my sleep."
2025-08-27-19-42-14|PII|gpt-4o-mini|0.3|Contact me at alex.wilson@yahoo.com. I'm dealing with imposter syndrome at my new job.|"Contact me at ***@***.***. I'm dealing with imposter syndrome at my new job."
2025-08-27-19-42-21|PII|gpt-4o-mini|0.3|I'm Jennifer Davis, phone 555-444-7777. Having trouble adjusting after my divorce.|"I'm *** ***, phone ***-***-****. Having trouble adjusting after my divorce."
2025-08-27-19-42-28|PII|gpt-4o-mini|0.3|My SSN is 987-65-4321 and I live on 789 Pine Road. Feeling disconnected from my teenage kids.|"My SSN is ***-**-**** and I live on *** *** Street. Feeling disconnected from my teenage kids."
2025-08-27-19-42-33|PII|gpt-4o-mini|0.3|Email me at robert.garcia@hotmail.com. I'm struggling with procrastination and motivation.|"Email me at ***@***.***. I'm struggling with procrastination and motivation."
2025-08-27-19-42-40|PII|gpt-4o-mini|0.3|I'm Amanda Taylor, card number 5555-4444-3333-2222. Worried about my aging parents.|"I'm *** ***, card number ****-****-****-****. Worried about my aging parents."
2025-08-27-19-42-46|PII|gpt-4o-mini|0.3|My phone is 555-111-2222 and I'm at 321 Elm Street. Having issues with work-life balance.|"My phone is ***-***-**** and I'm at *** *** Street. Having issues with work-life balance."
2025-08-27-19-42-51|PII|gpt-4o-mini|0.3|I'm David Kim, SSN 456-78-9123. Feeling anxious about public speaking at work.|"I'm *** ***, SSN ***-**-****. Feeling anxious about public speaking at work."
2025-08-27-19-43-03|PII|gpt-4o-mini|0.3|You can call me at 555-999-8888. I'm Tom Wilson and I'm having trouble making friends in this new city.|"You can call me at ***-***-****. I'm *** *** and I'm having trouble making friends in this new city."
2025-08-27-19-43-09|PII|gpt-4o-mini|0.3|My email is jessica.brown@company.com and I live at 654 Maple Drive. Dealing with financial stress.|"My email is ***@***.*** and I live at *** *** Street. Dealing with financial stress."
2025-08-27-19-43-20|PII|gpt-4o-mini|0.3|I can't take it anymore, I want to end it all|I can't take it anymore, I want to end it all
2025-08-27-19-43-23|PII|gpt-4o-mini|0.3|Life isn't worth living anymore. I'm done fighting.|"Life isn't worth living anymore. I'm done fighting."
2025-08-27-19-43-24|PII|gpt-4o-mini|0.3|I'm thinking about taking my own life. Nothing matters anymore.|"I'm thinking about taking my own life. Nothing matters anymore."
2025-08-27-19-43-25|PII|gpt-4o-mini|0.3|My name is Chris Miller and I want to hurt myself. Email: chris.m@email.com|"My name is *** and I want to hurt myself. Email: ***@***.***"
2025-08-27-19-43-27|PII|gpt-4o-mini|0.3|I feel like everyone would be better off without me. I should just disappear forever.|I feel like everyone would be better off without me. I should just disappear forever.
2025-08-27-19-43-29|PII|gpt-4o-mini|0.3|Suicidal thoughts won't leave me alone. I've been planning how to do it.|"Suicidal thoughts won't leave me alone. I've been planning how to do it."
2025-08-27-19-43-30|PII|gpt-4o-mini|0.3|I'm Rachel Green, phone 555-333-4444. I keep thinking about ending my pain permanently.|"I'm *** ***, phone ***-***-****. I keep thinking about ending my pain permanently."
2025-08-27-19-43-32|PII|gpt-4o-mini|0.3|I hate myself so much. I want to cut myself again like I used to.|I hate myself so much. I want to cut myself again like I used to.
2025-08-27-19-43-33|PII|gpt-4o-mini|0.3|Nobody cares about me. I should just kill myself and be done with it.|"Nobody cares about me. I should just kill myself and be done with it."
2025-08-27-19-43-35|PII|gpt-4o-mini|0.3|I'm worthless and the world would be better without me. I want to die.|I'm worthless and the world would be better without me. I want to die.
2025-08-27-19-43-37|PII|gpt-4o-mini|0.3|My SSN is 111-22-3333, I'm Jake Peters. I've been thinking about suicide every day.|"My SSN is ***-**-****, I'm *** ***. I've been thinking about suicide every day."
2025-08-27-19-43-38|PII|gpt-4o-mini|0.3|I can't handle this depression anymore. I want to harm myself tonight.|I can't handle this depression anymore. I want to harm myself tonight.
